Date,StockPrice
07-01-1990,117.5985714
08-01-1990,103.4926087
09-01-1990,105.3921053
10-01-1990,105.6934783
11-01-1990,111.0695238
12-01-1990,113.179
01-01-1991,114.9686364
02-01-1991,132.0278947
03-01-1991,123.694
04-01-1991,110.2704545
05-01-1991,104.0086364
06-01-1991,101.1595
07-01-1991,99.60045455
08-01-1991,97.61681818
09-01-1991,102.347
10-01-1991,99.82391304
11-01-1991,97.447
12-01-1991,88.36095238
01-01-1992,92.86727273
02-01-1992,89.98526316
03-01-1992,86.645
04-01-1992,86.72333333
05-01-1992,92.1475
06-01-1992,93.185
07-01-1992,95.81590909
08-01-1992,88.53857143
09-01-1992,84.9147619
10-01-1992,73.56545455
11-01-1992,65.4915
12-01-1992,58.20090909
01-01-1993,48.92
02-01-1993,51.71842105
03-01-1993,54.08956522
04-01-1993,50.10952381
05-01-1993,49.184
06-01-1993,51.235
07-01-1993,45.91380952
08-01-1993,43.395
09-01-1993,43.57285714
10-01-1993,44.25238095
11-01-1993,51.60809524
12-01-1993,56.42227273
01-01-1994,57.90142857
02-01-1994,54.14105263
03-01-1994,55.25782609
04-01-1994,54.60105263
05-01-1994,59.66333333
06-01-1994,62.03636364
07-01-1994,58.62
08-01-1994,65.42304348
09-01-1994,68.73571429
10-01-1994,72.40809524
11-01-1994,72.43857143
12-01-1994,71.56238095
01-01-1995,74.84904762
02-01-1995,74.58947368
03-01-1995,81.32347826
04-01-1995,87.90473684
05-01-1995,94.24818182
06-01-1995,94.00272727
07-01-1995,103.435
08-01-1995,108.2469565
09-01-1995,96.5735
10-01-1995,95.15727273
11-01-1995,96.9747619
12-01-1995,93.3915
01-01-1996,94.42363636
02-01-1996,116.91
03-01-1996,116.3066667
04-01-1996,112.2061905
05-01-1996,108.3509091
06-01-1996,101.96
07-01-1996,97.75363636
08-01-1996,111.2986364
09-01-1996,120.3235
10-01-1996,127.3256522
11-01-1996,142.128
12-01-1996,156.532381
01-01-1997,159.4913636
02-01-1997,146.5552632
03-01-1997,141.6775
04-01-1997,139.3427273
05-01-1997,157.757619
06-01-1997,88.29285714
07-01-1997,99.11181818
08-01-1997,104.7247619
09-01-1997,101.5138095
10-01-1997,101.916087
11-01-1997,102.2484211
12-01-1997,105.4022727
01-01-1998,101.605
02-01-1998,101.5305263
03-01-1998,101.4672727
04-01-1998,109.85
05-01-1998,120.755
06-01-1998,113.9954545
07-01-1998,121.3290909
08-01-1998,128.2138095
09-01-1998,126.1661905
10-01-1998,133.7590909
11-01-1998,156.8585
12-01-1998,172.4331818
01-01-1999,186.3426316
02-01-1999,173.2078947
03-01-1999,175.42
04-01-1999,187.6228571
05-01-1999,213.9635
06-01-1999,119.0454545
07-01-1999,131.0266667
08-01-1999,123.4077273
09-01-1999,128.4766667
10-01-1999,107.3861905
11-01-1999,98.30285714
12-01-1999,110.1840909
01-01-2000,117.5085
02-01-2000,113.8865
03-01-2000,111.4091304
04-01-2000,114.2457895
05-01-2000,107.55
06-01-2000,114.2681818
07-01-2000,107.6085
08-01-2000,120.91
09-01-2000,125.4525
10-01-2000,104.1977273
11-01-2000,99.2847619
12-01-2000,91.6465
01-01-2001,100.7671429
02-01-2001,111.1931579
03-01-2001,97.36636364
04-01-2001,103.9905
05-01-2001,115.7813636
06-01-2001,114.6895238
07-01-2001,106.7171429
08-01-2001,105.093913
09-01-2001,95.13866667
10-01-2001,101.4008696
11-01-2001,113.4490476
12-01-2001,120.651
01-01-2002,116.4833333
02-01-2002,103.1942105
03-01-2002,105.2465
04-01-2002,90.54090909
05-01-2002,82.61863636
06-01-2002,74.7185
07-01-2002,69.92727273
08-01-2002,74.62363636
09-01-2002,68.955
10-01-2002,67.20043478
11-01-2002,81.2335
12-01-2002,80.75428571
01-01-2003,82.56190476
02-01-2003,77.99052632
03-01-2003,79.25761905
04-01-2003,82.2352381
05-01-2003,87.07142857
06-01-2003,83.94333333
07-01-2003,83.82318182
08-01-2003,81.68952381
09-01-2003,88.89095238
10-01-2003,90.31521739
11-01-2003,89.49842105
12-01-2003,92.12318182
01-01-2004,94.9625
02-01-2004,98.47315789
03-01-2004,93.58956522
04-01-2004,92.04285714
05-01-2004,87.552
06-01-2004,89.42
07-01-2004,85.64095238
08-01-2004,84.57545455
09-01-2004,85.18857143
10-01-2004,87.29190476
11-01-2004,93.58952381
12-01-2004,96.87590909
01-01-2005,94.5615
02-01-2005,93.34947368
03-01-2005,91.30772727
04-01-2005,81.76047619
05-01-2005,75.62095238
06-01-2005,75.60636364
07-01-2005,80.8735
08-01-2005,82.13217391
09-01-2005,79.58857143
10-01-2005,82.06333333
11-01-2005,85.24380952
12-01-2005,85.13761905
01-01-2006,82.4975
02-01-2006,80.53
03-01-2006,81.98217391
04-01-2006,82.47263158
05-01-2006,81.54818182
06-01-2006,78.02863636
07-01-2006,75.914
08-01-2006,77.82521739
09-01-2006,81.5885
10-01-2006,86.80227273
11-01-2006,92.32666667
12-01-2006,94.7905
01-01-2007,98.0605
02-01-2007,98.51947368
03-01-2007,93.60818182
04-01-2007,96.5505
05-01-2007,104.7154545
06-01-2007,104.7652381
07-01-2007,111.2733333
08-01-2007,111.9713043
09-01-2007,116.5263158
10-01-2007,115.9817391
11-01-2007,106.6747619
12-01-2007,108.362
01-01-2008,102.8890476
02-01-2008,107.4805
03-01-2008,115.6985
04-01-2008,119.5490909
05-01-2008,125.0914286
06-01-2008,124.9171429
07-01-2008,124.4472727
08-01-2008,125.5242857
09-01-2008,116.9995238
10-01-2008,92.73652174
11-01-2008,82.72842105
12-01-2008,81.85909091
01-01-2009,87.5965
02-01-2009,91.11315789
03-01-2009,91.44136364
04-01-2009,100.2495238
05-01-2009,103.456
06-01-2009,106.8009091
07-01-2009,109.4368182
08-01-2009,118.4309524
09-01-2009,119.0557143
10-01-2009,122.2395455
11-01-2009,125.2735
12-01-2009,128.8963636
