Date,StockPrice
01-01-1970,360.3190476
02-01-1970,346.7236842
03-01-1970,327.3457143
04-01-1970,319.8527273
05-01-1970,270.3752381
06-01-1970,267.205
07-01-1970,252.5968182
08-01-1970,247.357619
09-01-1970,274.857619
10-01-1970,294.4663636
11-01-1970,296.4255
12-01-1970,314.5340909
01-01-1971,316.4505
02-01-1971,333.8689474
03-01-1971,351.9078261
04-01-1971,357.0538095
05-01-1971,343.325
06-01-1971,319.0290909
07-01-1971,304.6547619
08-01-1971,302.3977273
09-01-1971,304.2442857
10-01-1971,305.4052381
11-01-1971,296.8752381
12-01-1971,327.1818182
01-01-1972,350.6904762
02-01-1972,369.9315
03-01-1972,378.08
04-01-1972,389.025
05-01-1972,389.9204545
06-01-1972,394.8468182
07-01-1972,396.0125
08-01-1972,413.7173913
09-01-1972,400.1375
10-01-1972,388.625
11-01-1972,384.238
12-01-1972,395.7631579
01-01-1973,424.5061905
02-01-1973,438.9015789
03-01-1973,437.4040909
04-01-1973,423.725
05-01-1973,393.8754545
06-01-1973,317.53
07-01-1973,312.3452381
08-01-1973,303.8478261
09-01-1973,278.4873684
10-01-1973,274.5056522
11-01-1973,277.2085714
12-01-1973,252.0065
01-01-1974,241.1081818
02-01-1974,234.9278947
03-01-1974,244.1728571
04-01-1974,231.042381
05-01-1974,221.7054545
06-01-1974,220.019
07-01-1974,210.9377273
08-01-1974,199.6254545
09-01-1974,169.394
10-01-1974,175.5769565
11-01-1974,181.57
12-01-1974,168.4233333
01-01-1975,168.1545455
02-01-1975,206.4747368
03-01-1975,213.932
04-01-1975,206.3586364
05-01-1975,214.7038095
06-01-1975,211.1261905
07-01-1975,201.6036364
08-01-1975,182.292381
09-01-1975,184.5661905
10-01-1975,205.9304348
11-01-1975,219.62
12-01-1975,219.2863636
01-01-1976,241.0014286
02-01-1976,257.9542105
03-01-1976,259.7073913
04-01-1976,261.8880952
05-01-1976,252.9315
06-01-1976,262.7677273
07-01-1976,274.9052381
08-01-1976,274.7572727
09-01-1976,281.0014286
10-01-1976,269.9352381
11-01-1976,267.1505
12-01-1976,271.7959091
01-01-1977,272.3690476
02-01-1977,272.3752632
03-01-1977,280.86
04-01-1977,270.1505
05-01-1977,253.5547619
06-01-1977,256.4795455
07-01-1977,266.6331579
08-01-1977,268.0286957
09-01-1977,261.9538095
10-01-1977,258.162381
11-01-1977,258.5552381
12-01-1977,265.2571429
01-01-1978,267.1147619
02-01-1978,258.2178947
03-01-1978,242.5472727
04-01-1978,247.6765
05-01-1978,263.2513636
06-01-1978,265.0127273
07-01-1978,265.376
08-01-1978,291.1530435
09-01-1978,290.282
10-01-1978,278.4268182
11-01-1978,265.12
12-01-1978,281.502
01-01-1979,308.825
02-01-1979,304.7578947
03-01-1979,309.6777273
04-01-1979,313.6135
05-01-1979,309.3363636
06-01-1979,75.2352381
07-01-1979,70.61666667
08-01-1979,70.16086957
09-01-1979,68.16894737
10-01-1979,65.15652174
11-01-1979,62.82285714
12-01-1979,65.235
01-01-1980,67.77136364
02-01-1980,67.0855
03-01-1980,59.28333333
04-01-1980,53.65666667
05-01-1980,53.87809524
06-01-1980,58.13380952
07-01-1980,63.35681818
08-01-1980,66.27809524
09-01-1980,66.17047619
10-01-1980,67.53608696
11-01-1980,69.46277778
12-01-1980,66.595
01-01-1981,66.75380952
02-01-1981,62.94789474
03-01-1981,63.06409091
04-01-1981,60.68095238
05-01-1981,57.0535
06-01-1981,58.74136364
07-01-1981,56.15681818
08-01-1981,56.9547619
09-01-1981,54.6752381
10-01-1981,52.74090909
11-01-1981,51.827
12-01-1981,54.95681818
01-01-1982,59.859
02-01-1982,62.04157895
03-01-1982,59.14956522
04-01-1982,63.35047619
05-01-1982,63.4935
06-01-1982,60.02636364
07-01-1982,64.60666667
08-01-1982,66.09
09-01-1982,73.8547619
10-01-1982,80.27238095
11-01-1982,83.30666667
12-01-1982,93.275
01-01-1983,97.14095238
02-01-1983,97.83368421
03-01-1983,101.416087
04-01-1983,109.854
05-01-1983,114.5752381
06-01-1983,118.1286364
07-01-1983,122.1885
08-01-1983,119.5143478
09-01-1983,123.582381
10-01-1983,130.1271429
11-01-1983,123.7419048
12-01-1983,121.3004762
01-01-1984,119.8433333
02-01-1984,110.548
03-01-1984,111.8159091
04-01-1984,111.26
05-01-1984,111.1790909
06-01-1984,104.7419048
07-01-1984,106.6704762
08-01-1984,121.716087
09-01-1984,124.3526316
10-01-1984,123.3026087
11-01-1984,123.6819048
12-01-1984,120.6855
01-01-1985,126.2936364
02-01-1985,134.0673684
03-01-1985,130.0547619
04-01-1985,127.5942857
05-01-1985,128.8695455
06-01-1985,123.862
07-01-1985,126.8236364
08-01-1985,128.2559091
09-01-1985,127.3605263
10-01-1985,127.0756522
11-01-1985,135.847
12-01-1985,148.7228571
01-01-1986,151.0072727
02-01-1986,156.2784211
03-01-1986,149.6075
04-01-1986,153.4163636
05-01-1986,149.4547619
06-01-1986,148.5028571
07-01-1986,138.3309091
08-01-1986,134.8709524
09-01-1986,138.3885714
10-01-1986,124.6173913
11-01-1986,123.2542105
12-01-1986,125.6418182
01-01-1987,123.367619
02-01-1987,136.4689474
03-01-1987,145.3486364
04-01-1987,150.7866667
05-01-1987,162.2075
06-01-1987,161.6890909
07-01-1987,164.5027273
08-01-1987,168.1209524
09-01-1987,157.9657143
10-01-1987,136.5968182
11-01-1987,119.0555
12-01-1987,113.8736364
01-01-1988,115.886
02-01-1988,112.023
03-01-1988,113.5634783
04-01-1988,112.2665
05-01-1988,110.5161905
06-01-1988,118.85
07-01-1988,124.9915
08-01-1988,117.8508696
09-01-1988,113.2061905
10-01-1988,119.3071429
11-01-1988,118.6233333
12-01-1988,121.3485714
01-01-1989,123.5804762
02-01-1989,125.8010526
03-01-1989,115.3836364
04-01-1989,111.211
05-01-1989,110.6795455
06-01-1989,110.3104545
07-01-1989,113.504
08-01-1989,115.6943478
09-01-1989,115.491
10-01-1989,104.5781818
11-01-1989,98.49142857
12-01-1989,96.222
01-01-1990,98.23681818
02-01-1990,102.1347368
03-01-1990,106.1972727
04-01-1990,107.9415
05-01-1990,114.1172727
06-01-1990,119.3190476
