Date,StockPrice
01-01-1970,111.8742857
02-01-1970,111.4536842
03-01-1970,108.4514286
04-01-1970,106.2886364
05-01-1970,73.33285714
06-01-1970,48.31863636
07-01-1970,51.32045455
08-01-1970,51.58571429
09-01-1970,52.9247619
10-01-1970,54.04727273
11-01-1970,57.2645
12-01-1970,59.04636364
01-01-1971,57.42
02-01-1971,58.33736842
03-01-1971,60.46347826
04-01-1971,61.18047619
05-01-1971,59.977
06-01-1971,63.37454545
07-01-1971,68.51619048
08-01-1971,68.77636364
09-01-1971,72.46285714
10-01-1971,71.17714286
11-01-1971,73.3252381
12-01-1971,76.60045455
01-01-1972,78.04
02-01-1972,85.1115
03-01-1972,86.33318182
04-01-1972,90.198
05-01-1972,94.97
06-01-1972,97.11272727
07-01-1972,96.3865
08-01-1972,97.93304348
09-01-1972,97.2845
10-01-1972,98.66318182
11-01-1972,108.9925
12-01-1972,108.9789474
01-01-1973,114.5409524
02-01-1973,108.5184211
03-01-1973,108.1295455
04-01-1973,99.686
05-01-1973,100.2309091
06-01-1973,102.2252381
07-01-1973,106.022381
08-01-1973,103.683913
09-01-1973,97.52473684
10-01-1973,99.61304348
11-01-1973,99.42142857
12-01-1973,93.148
01-01-1974,89.3
02-01-1974,85.39368421
03-01-1974,91.24238095
04-01-1974,88.83142857
05-01-1974,97.045
06-01-1974,101.486
07-01-1974,98.51
08-01-1974,87.44136364
09-01-1974,78.992
10-01-1974,78.51521739
11-01-1974,85.842
12-01-1974,80.30190476
01-01-1975,83.64636364
02-01-1975,93.01105263
03-01-1975,95.0615
04-01-1975,94.66909091
05-01-1975,96.04095238
06-01-1975,95.6652381
07-01-1975,94.88454545
08-01-1975,86.56333333
09-01-1975,83.51
10-01-1975,87.60173913
11-01-1975,92.19578947
12-01-1975,90.76545455
01-01-1976,93.24857143
02-01-1976,88.28736842
03-01-1976,85.7973913
04-01-1976,89.51
05-01-1976,88.554
06-01-1976,90.20818182
07-01-1976,97.42095238
08-01-1976,94.52681818
09-01-1976,95.20095238
10-01-1976,92.75904762
11-01-1976,93.299
12-01-1976,92.44181818
01-01-1977,89.5347619
02-01-1977,83.85263158
03-01-1977,82.33434783
04-01-1977,77.4795
05-01-1977,75.66428571
06-01-1977,79.19636364
07-01-1977,80.73473684
08-01-1977,82.37956522
09-01-1977,85.27857143
10-01-1977,82.55047619
11-01-1977,83.19428571
12-01-1977,84.04619048
01-01-1978,81.84190476
02-01-1978,78.54947368
03-01-1978,76.17363636
04-01-1978,78.43
05-01-1978,84.65727273
06-01-1978,86.42409091
07-01-1978,88.235
08-01-1978,88.79173913
